source,author,title,description,content,published_at,text,clean_text,sentiment,sentiment_score,date,emotion,emotion_score,Bigram_sadness,Frequency_sadness,Bigram_joy,Frequency_joy,Bigram_anger,Frequency_anger
Autocar,,New-look Jaguar's biggest challenge could be its name,"'Device mark' is one of four elements comprising Jaguar's new branding


Bold rebrand has been met with a mixed response on social media

The new Jaguar has begun in earnest with the launch of a new logo and branding, accompanied by a launch video that looks …","I am sorry to learn of your part delay. Please send us a private message with your VIN, contact details, part information and the name of your retailer. Thanks, Tom - Jaguar. Tough day for Tom.
They… [+1798 chars]",2024-11-20T11:04:02Z,"New-look Jaguar's biggest challenge could be its name 'Device mark' is one of four elements comprising Jaguar's new branding


Bold rebrand has been met with a mixed response on social media

The new Jaguar has begun in earnest with the launch of a new logo and branding, accompanied by a launch video that looks … I am sorry to learn of your part delay. Please send us a private message with your VIN, contact details, part information and the name of your retailer. Thanks, Tom - Jaguar. Tough day for Tom.
They… [+1798 chars]",Newlook Jaguars biggest challenge could be its name Device mark is one of four elements comprising Jaguars new branding Bold rebrand has been met with a mixed response on social media The new Jaguar has begun in earnest with the launch of a new logo and branding accompanied by a launch video that looks I am sorry to learn of your part delay Please send us a private message with your VIN contact details part information and the name of your retailer Thanks Tom Jaguar Tough day for Tom They 1798 chars,Neutral,0.533887147903442,2024-11-20,neutral,0.478724449872971,jaguar latest,2,jaguar shedding,2,radical jaguar,5
Superpunch.net,noreply@blogger.com (John),"Jaguar automotive is rebranding as ""JaGUar""","The motto is ""copy nothing"" and the teaser is colorful and strange (here's one neutral and one cutting description of the launch event for media):













The new logo activated a deep memory of the Etch A Sketch Animator:


Much needed context on that b…","Sign up for the newsletter
As an Amazon Associate I earn from qualifying purchases. Please support Super Punch by following the affiliate links and buying from Amazon and eBay. This site also uses t… [+82 chars]",2024-11-20T00:20:00Z,"Jaguar automotive is rebranding as ""JaGUar"" The motto is ""copy nothing"" and the teaser is colorful and strange (here's one neutral and one cutting description of the launch event for media):













The new logo activated a deep memory of the Etch A Sketch Animator:


Much needed context on that b… Sign up for the newsletter
As an Amazon Associate I earn from qualifying purchases. Please support Super Punch by following the affiliate links and buying from Amazon and eBay. This site also uses t… [+82 chars]",Jaguar automotive is rebranding as JaGUar The motto is copy nothing and the teaser is colorful and strange heres one neutral and one cutting description of the launch event for media The new logo activated a deep memory of the Etch A Sketch Animator Much needed context on that b Sign up for the newsletter As an Amazon Associate I earn from qualifying purchases Please support Super Punch by following the affiliate links and buying from Amazon and eBay This site also uses t 82 chars,Positive,0.725893259048462,2024-11-20,neutral,0.674801230430603,jaguar facing,2,jaguar marketing,2,car rebrand,5
CNA,,Radical Jaguar rebrand and new logo sparks ire online,"NEW YORK: A promotional video for a rebrand of British luxury car brand Jaguar is being criticised online for showing models in brightly coloured outfits – and no car. The rebrand, which includes a new logo, is slated to launch on Dec 2 during the Miami Art W…","It drew ire online, with people complaining about the lack of a car and the confusing message. X owner Elon Musk wrote on X, Do you sell cars? People also complained about the new, stylised, logo. Th… [+1329 chars]",2024-11-21T13:57:32Z,"Radical Jaguar rebrand and new logo sparks ire online NEW YORK: A promotional video for a rebrand of British luxury car brand Jaguar is being criticised online for showing models in brightly coloured outfits – and no car. The rebrand, which includes a new logo, is slated to launch on Dec 2 during the Miami Art W… It drew ire online, with people complaining about the lack of a car and the confusing message. X owner Elon Musk wrote on X, Do you sell cars? People also complained about the new, stylised, logo. Th… [+1329 chars]",Radical Jaguar rebrand and new logo sparks ire online NEW YORK A promotional video for a rebrand of British luxury car brand Jaguar is being criticised online for showing models in brightly coloured outfits and no car The rebrand which includes a new logo is slated to launch on Dec 2 during the Miami Art W It drew ire online with people complaining about the lack of a car and the confusing message X owner Elon Musk wrote on X Do you sell cars People also complained about the new stylised logo Th 1329 chars,Negative,0.775630712509155,2024-11-21,anger,0.957283675670624,party kamalas,2,lure younger,2,ire online,5
Fortune,Christiaan Hetzner,Jaguar exec promises his team have not been ‘sniffing the white stuff’ as the luxury carmaker’s rebrand receives online backlash,"Tesla CEO Elon Musk mockingly asked, “Do you sell cars?” after Jaguar release rebrand video.","If there is one charitable thing to say about Jaguars new brand campaign, its that people are, at the very least, finally talking about the ailing UK carmaker again. A new spot that aired on social m… [+5259 chars]",2024-11-20T13:57:58Z,"Jaguar exec promises his team have not been ‘sniffing the white stuff’ as the luxury carmaker’s rebrand receives online backlash Tesla CEO Elon Musk mockingly asked, “Do you sell cars?” after Jaguar release rebrand video. If there is one charitable thing to say about Jaguars new brand campaign, its that people are, at the very least, finally talking about the ailing UK carmaker again. A new spot that aired on social m… [+5259 chars]",Jaguar exec promises his team have not been sniffing the white stuff as the luxury carmakers rebrand receives online backlash Tesla CEO Elon Musk mockingly asked Do you sell cars after Jaguar release rebrand video If there is one charitable thing to say about Jaguars new brand campaign its that people are at the very least finally talking about the ailing UK carmaker again A new spot that aired on social m 5259 chars,Neutral,0.592057824134827,2024-11-20,joy,0.364499688148498,farleft blowhard,2,jaguar gets,2,car brands,5
PR Daily,Casey Weldon,The Scoop: Jaguar’s controversial modern reinvention raises questions about value of brand,"Germany soccer vows to keep politics out of the game; young people are getting more news from social media. Struggling British carmaker Jaguar has launched a flashy rebranding effort that aims to lure a young, posh audience. The ad features a group of androgy…","Struggling British carmaker Jaguar has launched a flashy rebranding effort that aims to lure a young, posh audience.
The ad features a group of androgynous models in bright clothing and a techno-ins… [+5817 chars]",2024-11-20T16:02:08Z,"The Scoop: Jaguar’s controversial modern reinvention raises questions about value of brand Germany soccer vows to keep politics out of the game; young people are getting more news from social media. Struggling British carmaker Jaguar has launched a flashy rebranding effort that aims to lure a young, posh audience. The ad features a group of androgy… Struggling British carmaker Jaguar has launched a flashy rebranding effort that aims to lure a young, posh audience.
The ad features a group of androgynous models in bright clothing and a techno-ins… [+5817 chars]",The Scoop Jaguars controversial modern reinvention raises questions about value of brand Germany soccer vows to keep politics out of the game young people are getting more news from social media Struggling British carmaker Jaguar has launched a flashy rebranding effort that aims to lure a young posh audience The ad features a group of androgy Struggling British carmaker Jaguar has launched a flashy rebranding effort that aims to lure a young posh audience The ad features a group of androgynous models in bright clothing and a technoins 5817 chars,Neutral,0.635891556739807,2024-11-20,neutral,0.642771124839783,founder lead,2,fully transitions,2,logo sparks,5
Luxurydaily.com,Amirah Keaton,‘Copy Nothing’ campaign defines next era at Jaguar,"Sticking to principle, the British automaker allows brand founder Sir William Lyons’ timeless mantra to guide a rebrand that embraces “exuberant modernism.”","Automotive
November 20, 2024
 Updated logos and bold new codes and colors ground the brand's refreshed identity. Image credit: Jaguar 
 By Amirah Keaton
British automaker Jaguar is returning to i… [+7259 chars]",2024-11-20T10:00:16Z,"‘Copy Nothing’ campaign defines next era at Jaguar Sticking to principle, the British automaker allows brand founder Sir William Lyons’ timeless mantra to guide a rebrand that embraces “exuberant modernism.” Automotive
November 20, 2024
 Updated logos and bold new codes and colors ground the brand's refreshed identity. Image credit: Jaguar 
 By Amirah Keaton
British automaker Jaguar is returning to i… [+7259 chars]",Copy Nothing campaign defines next era at Jaguar Sticking to principle the British automaker allows brand founder Sir William Lyons timeless mantra to guide a rebrand that embraces exuberant modernism Automotive November 20 2024 Updated logos and bold new codes and colors ground the brands refreshed identity Image credit Jaguar By Amirah Keaton British automaker Jaguar is returning to i 7259 chars,Neutral,0.52707451581955,2024-11-20,joy,0.875145494937897,humiliating defeat,2,inhouse team,2,woke new,5
Newsweek,Aliss Higham,Jaguar's Rebrand Called 'Disastrous' as Focus on Diversity Comes Under Fire,The automaker's new promo champions diversity and doesn't feature any cars.,"Luxury British car manufacturer Jaguar's rebrand has been met with confusion and criticism online after the company posted a promotional video focusing on diversity and not showing any cars.
The new… [+6113 chars]",2024-11-20T12:53:48Z,"Jaguar's Rebrand Called 'Disastrous' as Focus on Diversity Comes Under Fire The automaker's new promo champions diversity and doesn't feature any cars. Luxury British car manufacturer Jaguar's rebrand has been met with confusion and criticism online after the company posted a promotional video focusing on diversity and not showing any cars.
The new… [+6113 chars]",Jaguars Rebrand Called Disastrous as Focus on Diversity Comes Under Fire The automakers new promo champions diversity and doesnt feature any cars Luxury British car manufacturer Jaguars rebrand has been met with confusion and criticism online after the company posted a promotional video focusing on diversity and not showing any cars The new 6113 chars,Negative,0.680658102035522,2024-11-20,sadness,0.586154460906982,host young,2,hearty public,2,sparks confusion,4
Thegatewaypundit.com,Ben Kew,Jaguar Boss Doubles Down on Horrible Woke Rebrand – Blames ‘Vile Hatred and Intolerance’ For Backlash,"The managing director of Jaguar cars has doubled down on his company’s woke rebrand and described his critics as intolerant.
The post Jaguar Boss Doubles Down on Horrible Woke Rebrand – Blames ‘Vile Hatred and Intolerance’ For Backlash appeared first on The G…","Credit: Jaguar Cars/X
The managing director of Jaguar cars has doubled down on his company’s woke rebrand and described his critics as intolerant.
Earlier this week, the British car manufacturer re… [+2217 chars]",2024-11-23T21:40:47Z,"Jaguar Boss Doubles Down on Horrible Woke Rebrand – Blames ‘Vile Hatred and Intolerance’ For Backlash The managing director of Jaguar cars has doubled down on his company’s woke rebrand and described his critics as intolerant.
The post Jaguar Boss Doubles Down on Horrible Woke Rebrand – Blames ‘Vile Hatred and Intolerance’ For Backlash appeared first on The G… Credit: Jaguar Cars/X
The managing director of Jaguar cars has doubled down on his company’s woke rebrand and described his critics as intolerant.
Earlier this week, the British car manufacturer re… [+2217 chars]",Jaguar Boss Doubles Down on Horrible Woke Rebrand Blames Vile Hatred and Intolerance For Backlash The managing director of Jaguar cars has doubled down on his companys woke rebrand and described his critics as intolerant The post Jaguar Boss Doubles Down on Horrible Woke Rebrand Blames Vile Hatred and Intolerance For Backlash appeared first on The G Credit Jaguar CarsX The managing director of Jaguar cars has doubled down on his companys woke rebrand and described his critics as intolerant Earlier this week the British car manufacturer re 2217 chars,Negative,0.50058650970459,2024-11-23,fear,0.508501589298248,media platform,2,design overhaul,2,jaguar defended,4
The Federalist,Rich Cromwell,"In Its New ‘Copy Nothing’ Campaign, Jaguar Copies Bud Light","As the Democrats, Bud Light, and a host of other businesses have learned, people are tired of the crazy. But sure, Jaguar, copy nothing, except for failure.","Luxury. Power. Beauty. The British Royals. James Bond. James Bond villains. Masculinity. These are the things that come to mind when one thinks of Jaguar, both the automaker and the magnificent, crep… [+4774 chars]",2024-11-22T11:51:41Z,"In Its New ‘Copy Nothing’ Campaign, Jaguar Copies Bud Light As the Democrats, Bud Light, and a host of other businesses have learned, people are tired of the crazy. But sure, Jaguar, copy nothing, except for failure. Luxury. Power. Beauty. The British Royals. James Bond. James Bond villains. Masculinity. These are the things that come to mind when one thinks of Jaguar, both the automaker and the magnificent, crep… [+4774 chars]",In Its New Copy Nothing Campaign Jaguar Copies Bud Light As the Democrats Bud Light and a host of other businesses have learned people are tired of the crazy But sure Jaguar copy nothing except for failure Luxury Power Beauty The British Royals James Bond James Bond villains Masculinity These are the things that come to mind when one thinks of Jaguar both the automaker and the magnificent crep 4774 chars,Neutral,0.471454232931137,2024-11-22,neutral,0.811532378196716,john prescott,2,discourse dont,2,carmaker jaguar,4
New York Post,News.com.au,‘Woke’ and ‘outdated’ rebrand for classic car brand roasted,A bizarre new ad for the car brand Jaguar has been widely mocked as “woke” and “outdated” by social media users.,"A bizarre new ad for car brand Jaguar has been widely mocked as woke and outdated by social media users.
The venerable British marque, now owned by Indian multinational Tata Group as part of Jaguar … [+2385 chars]",2024-11-20T18:15:18Z,"‘Woke’ and ‘outdated’ rebrand for classic car brand roasted A bizarre new ad for the car brand Jaguar has been widely mocked as “woke” and “outdated” by social media users. A bizarre new ad for car brand Jaguar has been widely mocked as woke and outdated by social media users.
The venerable British marque, now owned by Indian multinational Tata Group as part of Jaguar … [+2385 chars]",Woke and outdated rebrand for classic car brand roasted A bizarre new ad for the car brand Jaguar has been widely mocked as woke and outdated by social media users A bizarre new ad for car brand Jaguar has been widely mocked as woke and outdated by social media users The venerable British marque now owned by Indian multinational Tata Group as part of Jaguar 2385 chars,Negative,0.564953744411469,2024-11-20,surprise,0.298665702342987,partys usual,2,diverse cast,2,includes new,4
Legalinsurrection.com,Elizabeth Stauffer,New Jaguar Ad Might Make You Run Out and Buy a … Chevrolet,"""You must have hired the marketing director who got fired from Bud Light!""
The post New Jaguar Ad Might Make You Run Out and Buy a … Chevrolet first appeared on Le·gal In·sur·rec·tion.","British sports car and luxury vehicle manufacturer Jaguar kicked off a major rebranding campaign this week on social media. Unfortunately, its first advertisement, unveiled on Tuesday, may have alien… [+7688 chars]",2024-11-23T20:00:47Z,"New Jaguar Ad Might Make You Run Out and Buy a … Chevrolet ""You must have hired the marketing director who got fired from Bud Light!""
The post New Jaguar Ad Might Make You Run Out and Buy a … Chevrolet first appeared on Le·gal In·sur·rec·tion. British sports car and luxury vehicle manufacturer Jaguar kicked off a major rebranding campaign this week on social media. Unfortunately, its first advertisement, unveiled on Tuesday, may have alien… [+7688 chars]",New Jaguar Ad Might Make You Run Out and Buy a Chevrolet You must have hired the marketing director who got fired from Bud Light The post New Jaguar Ad Might Make You Run Out and Buy a Chevrolet first appeared on Legal Insurrection British sports car and luxury vehicle manufacturer Jaguar kicked off a major rebranding campaign this week on social media Unfortunately its first advertisement unveiled on Tuesday may have alien 7688 chars,Neutral,0.645400404930115,2024-11-23,surprise,0.534660220146179,tuesday longtime,2,diverse clientele,2,criticsincluding elon,4
Printmag.com,Saul Colt,You Are All Wrong About the Jaguar Rebrand,"Saul Colt on why Jaguar’s rebrand is smart, even if it hurts to watch.
The post You Are All Wrong About the Jaguar Rebrand appeared first on PRINT Magazine.","Jaguars recent rebrand has ignited a fiery debate online, with critics calling it the death knell of a legacy automaker. But lets pump the brakes and take a closer look. Instead of jumping on the out… [+5064 chars]",2024-11-22T16:19:55Z,"You Are All Wrong About the Jaguar Rebrand Saul Colt on why Jaguar’s rebrand is smart, even if it hurts to watch.
The post You Are All Wrong About the Jaguar Rebrand appeared first on PRINT Magazine. Jaguars recent rebrand has ignited a fiery debate online, with critics calling it the death knell of a legacy automaker. But lets pump the brakes and take a closer look. Instead of jumping on the out… [+5064 chars]",You Are All Wrong About the Jaguar Rebrand Saul Colt on why Jaguars rebrand is smart even if it hurts to watch The post You Are All Wrong About the Jaguar Rebrand appeared first on PRINT Magazine Jaguars recent rebrand has ignited a fiery debate online with critics calling it the death knell of a legacy automaker But lets pump the brakes and take a closer look Instead of jumping on the out 5064 chars,Neutral,0.519963443279266,2024-11-22,anger,0.951029479503632,worrying brand,2,dont know,2,antiwoke criticsincluding,4
Adweek,Rebecca Stewart,"The Creative Cases For and Against Jaguar’s Bold, Divisive Rebrand","When you think of luxury, British-founded car marque Jaguar, what is the first image that springs to mind? Perhaps it's the brand's growling cat emblem. Maybe it's Ben Kingsley's starring role in its ""Good to Be Bad"" F-Type campaign. What about an Avant Garde…","When you think of luxury, British-founded car marque Jaguar, what is the first image that springs to mind?
Perhaps its the brands growling cat emblem. Maybe its Ben Kingsleys starring role in its Go… [+8276 chars]",2024-11-21T22:37:35Z,"The Creative Cases For and Against Jaguar’s Bold, Divisive Rebrand When you think of luxury, British-founded car marque Jaguar, what is the first image that springs to mind? Perhaps it's the brand's growling cat emblem. Maybe it's Ben Kingsley's starring role in its ""Good to Be Bad"" F-Type campaign. What about an Avant Garde… When you think of luxury, British-founded car marque Jaguar, what is the first image that springs to mind?
Perhaps its the brands growling cat emblem. Maybe its Ben Kingsleys starring role in its Go… [+8276 chars]",The Creative Cases For and Against Jaguars Bold Divisive Rebrand When you think of luxury Britishfounded car marque Jaguar what is the first image that springs to mind Perhaps its the brands growling cat emblem Maybe its Ben Kingsleys starring role in its Good to Be Bad FType campaign What about an Avant Garde When you think of luxury Britishfounded car marque Jaguar what is the first image that springs to mind Perhaps its the brands growling cat emblem Maybe its Ben Kingsleys starring role in its Go 8276 chars,Neutral,0.774548768997192,2024-11-21,anger,0.610512316226959,went viral,2,dressed bold,2,angers antiwoke,4
Biztoc.com,bbc.com,"Jaguar asks people to ""trust and reserve judgement"" on rebrand","'Trust and reserve judgement' on rebrand, says Jaguar
Jaguar has urged people to ""trust and reserve judgement"" over the rebrand of the carmaker.
The company, embarking on the biggest change in its 102-year old history, released a new logo and a so-called ""soc…","'Trust and reserve judgement' on rebrand, says JaguarJaguar has urged people to ""trust and reserve judgement"" over the rebrand of the carmaker.The company, embarking on the biggest change in its 102-… [+145 chars]",2024-11-23T20:49:27Z,"Jaguar asks people to ""trust and reserve judgement"" on rebrand 'Trust and reserve judgement' on rebrand, says Jaguar
Jaguar has urged people to ""trust and reserve judgement"" over the rebrand of the carmaker.
The company, embarking on the biggest change in its 102-year old history, released a new logo and a so-called ""soc… 'Trust and reserve judgement' on rebrand, says JaguarJaguar has urged people to ""trust and reserve judgement"" over the rebrand of the carmaker.The company, embarking on the biggest change in its 102-… [+145 chars]",Jaguar asks people to trust and reserve judgement on rebrand Trust and reserve judgement on rebrand says Jaguar Jaguar has urged people to trust and reserve judgement over the rebrand of the carmaker The company embarking on the biggest change in its 102year old history released a new logo and a socalled soc Trust and reserve judgement on rebrand says JaguarJaguar has urged people to trust and reserve judgement over the rebrand of the carmakerThe company embarking on the biggest change in its 102 145 chars,Neutral,0.552653729915619,2024-11-23,neutral,0.646778285503387,went totally,2,effort lure,2,new branding,4
Biztoc.com,entrepreneur.com,'Do You Sell Cars?': Tesla CEO Elon Musk Trolls Jaguar Rebrand on X,"'Do You Sell Cars?': Tesla CEO Elon Musk Trolls Jaguar Rebrand on X The team running Jaguar's X account was working hard on social media this week.
Jaguar is reinventing itself as an electric vehicle maker with cars going into production in 2026.
The company …",'Do You Sell Cars?': Tesla CEO Elon Musk Trolls Jaguar Rebrand on X The team running Jaguar's X account was working hard on social media this week.Jaguar is reinventing itself as an electric vehicle … [+143 chars],2024-11-20T22:41:14Z,"'Do You Sell Cars?': Tesla CEO Elon Musk Trolls Jaguar Rebrand on X 'Do You Sell Cars?': Tesla CEO Elon Musk Trolls Jaguar Rebrand on X The team running Jaguar's X account was working hard on social media this week.
Jaguar is reinventing itself as an electric vehicle maker with cars going into production in 2026.
The company … 'Do You Sell Cars?': Tesla CEO Elon Musk Trolls Jaguar Rebrand on X The team running Jaguar's X account was working hard on social media this week.Jaguar is reinventing itself as an electric vehicle … [+143 chars]",Do You Sell Cars Tesla CEO Elon Musk Trolls Jaguar Rebrand on X Do You Sell Cars Tesla CEO Elon Musk Trolls Jaguar Rebrand on X The team running Jaguars X account was working hard on social media this week Jaguar is reinventing itself as an electric vehicle maker with cars going into production in 2026 The company Do You Sell Cars Tesla CEO Elon Musk Trolls Jaguar Rebrand on X The team running Jaguars X account was working hard on social media this weekJaguar is reinventing itself as an electric vehicle 143 chars,Positive,0.535700023174286,2024-11-20,neutral,0.794565677642822,viral social,2,electric future,2,luxury carmaker,4
Biztoc.com,aol.com,Radical Jaguar rebrand and new logo sparks ire online,"A promotional video for a rebrand of British luxury car brand Jaguar is being criticized online for showing models in brightly colored outfits — and no car.
The rebrand, which includes a new logo, is slated to launch Dec. 2 during the Miami Art Week, when the…","A promotional video for a rebrand of British luxury car brand Jaguar is being criticized online for showing models in brightly colored outfits and no car.The rebrand, which includes a new logo, is sl… [+143 chars]",2024-11-20T17:36:00Z,"Radical Jaguar rebrand and new logo sparks ire online A promotional video for a rebrand of British luxury car brand Jaguar is being criticized online for showing models in brightly colored outfits — and no car.
The rebrand, which includes a new logo, is slated to launch Dec. 2 during the Miami Art Week, when the… A promotional video for a rebrand of British luxury car brand Jaguar is being criticized online for showing models in brightly colored outfits and no car.The rebrand, which includes a new logo, is sl… [+143 chars]",Radical Jaguar rebrand and new logo sparks ire online A promotional video for a rebrand of British luxury car brand Jaguar is being criticized online for showing models in brightly colored outfits and no car The rebrand which includes a new logo is slated to launch Dec 2 during the Miami Art Week when the A promotional video for a rebrand of British luxury car brand Jaguar is being criticized online for showing models in brightly colored outfits and no carThe rebrand which includes a new logo is sl 143 chars,Negative,0.606375992298126,2024-11-20,anger,0.975878179073334,video went,2,electriconly cars,2,rebrand sparks,4
Financial Post,The Associated Press,Radical Jaguar rebrand and new logo sparks ire online,"NEW YORK (AP) — A promotional video for a rebrand of British luxury car brand Jaguar is being criticized online for showing models in brightly colored outfits — and no car. The rebrand, which includes a new logo, is slated to launch Dec. 2 during the Miami Ar…","NEW YORK (AP) A promotional video for a rebrand of British luxury car brand Jaguar is being criticized online for showing models in brightly colored outfits and no car.
The rebrand, which includes a… [+2075 chars]",2024-11-20T17:29:45Z,"Radical Jaguar rebrand and new logo sparks ire online NEW YORK (AP) — A promotional video for a rebrand of British luxury car brand Jaguar is being criticized online for showing models in brightly colored outfits — and no car. The rebrand, which includes a new logo, is slated to launch Dec. 2 during the Miami Ar… NEW YORK (AP) A promotional video for a rebrand of British luxury car brand Jaguar is being criticized online for showing models in brightly colored outfits and no car.
The rebrand, which includes a… [+2075 chars]",Radical Jaguar rebrand and new logo sparks ire online NEW YORK AP A promotional video for a rebrand of British luxury car brand Jaguar is being criticized online for showing models in brightly colored outfits and no car The rebrand which includes a new logo is slated to launch Dec 2 during the Miami Ar NEW YORK AP A promotional video for a rebrand of British luxury car brand Jaguar is being criticized online for showing models in brightly colored outfits and no car The rebrand which includes a 2075 chars,Negative,0.542255997657776,2024-11-20,anger,0.966545879840851,uygur turns,2,exec promises,2,brands woke,4
Biztoc.com,cnbc.com,JaGUar? Luxury automaker defends controversial rebrand amid pivot to EVs,"Luxury carmaker Jaguar has defended a rebrand that drew widespread criticism on social media this week.
The company, part of Tata Motors-owned group Jaguar Land Rover, released a new logo that saw it ditch its iconic ""leaper"" big cat branding, and promotional…","Luxury carmaker Jaguar has defended a rebrand that drew widespread criticism on social media this week.The company, part of Tata Motors-owned group Jaguar Land Rover, released a new logo that saw it … [+137 chars]",2024-11-22T15:44:12Z,"JaGUar? Luxury automaker defends controversial rebrand amid pivot to EVs Luxury carmaker Jaguar has defended a rebrand that drew widespread criticism on social media this week.
The company, part of Tata Motors-owned group Jaguar Land Rover, released a new logo that saw it ditch its iconic ""leaper"" big cat branding, and promotional… Luxury carmaker Jaguar has defended a rebrand that drew widespread criticism on social media this week.The company, part of Tata Motors-owned group Jaguar Land Rover, released a new logo that saw it … [+137 chars]",JaGUar Luxury automaker defends controversial rebrand amid pivot to EVs Luxury carmaker Jaguar has defended a rebrand that drew widespread criticism on social media this week The company part of Tata Motorsowned group Jaguar Land Rover released a new logo that saw it ditch its iconic leaper big cat branding and promotional Luxury carmaker Jaguar has defended a rebrand that drew widespread criticism on social media this weekThe company part of Tata Motorsowned group Jaguar Land Rover released a new logo that saw it 137 chars,Neutral,0.708637773990631,2024-11-22,neutral,0.545281231403351,uygur founder,2,featured diverse,2,musk pile,4
Biztoc.com,cnbc.com,JaGUar? Luxury automaker defends controversial rebrand amid pivot to EVs,"Luxury carmaker Jaguar has defended a rebrand that drew widespread criticism on social media this week.
The company, part of Tata Motors-owned group Jaguar Land Rover, released a new logo that saw it ditch its iconic ""leaper"" big cat branding, and promotional…","Luxury carmaker Jaguar has defended a rebrand that drew widespread criticism on social media this week.The company, part of Tata Motors-owned group Jaguar Land Rover, released a new logo that saw it … [+130 chars]",2024-11-22T13:31:13Z,"JaGUar? Luxury automaker defends controversial rebrand amid pivot to EVs Luxury carmaker Jaguar has defended a rebrand that drew widespread criticism on social media this week.
The company, part of Tata Motors-owned group Jaguar Land Rover, released a new logo that saw it ditch its iconic ""leaper"" big cat branding, and promotional… Luxury carmaker Jaguar has defended a rebrand that drew widespread criticism on social media this week.The company, part of Tata Motors-owned group Jaguar Land Rover, released a new logo that saw it … [+130 chars]",JaGUar Luxury automaker defends controversial rebrand amid pivot to EVs Luxury carmaker Jaguar has defended a rebrand that drew widespread criticism on social media this week The company part of Tata Motorsowned group Jaguar Land Rover released a new logo that saw it ditch its iconic leaper big cat branding and promotional Luxury carmaker Jaguar has defended a rebrand that drew widespread criticism on social media this weekThe company part of Tata Motorsowned group Jaguar Land Rover released a new logo that saw it 130 chars,Neutral,0.708637773990631,2024-11-22,neutral,0.545281231403351,usual ads,2,forthcoming rebrand,2,sparks ire,4
Biztoc.com,morningbrew.com,Jaguar gets a new look ahead of luxury EV rebrand,"Jaguar’s new rebrand is generating hearty public discourse, and we don’t even know what the cars look like yet. The company unveiled a modern design overhaul yesterday that bucks its longstanding old-money aesthetic as part of a huge marketing shift as it gea…","Jaguars new rebrand is generating hearty public discourse, and we dont even know what the cars look like yet. The company unveiled a modern design overhaul yesterday that bucks its longstanding old-m… [+141 chars]",2024-11-20T05:06:34Z,"Jaguar gets a new look ahead of luxury EV rebrand Jaguar’s new rebrand is generating hearty public discourse, and we don’t even know what the cars look like yet. The company unveiled a modern design overhaul yesterday that bucks its longstanding old-money aesthetic as part of a huge marketing shift as it gea… Jaguars new rebrand is generating hearty public discourse, and we dont even know what the cars look like yet. The company unveiled a modern design overhaul yesterday that bucks its longstanding old-m… [+141 chars]",Jaguar gets a new look ahead of luxury EV rebrand Jaguars new rebrand is generating hearty public discourse and we dont even know what the cars look like yet The company unveiled a modern design overhaul yesterday that bucks its longstanding oldmoney aesthetic as part of a huge marketing shift as it gea Jaguars new rebrand is generating hearty public discourse and we dont even know what the cars look like yet The company unveiled a modern design overhaul yesterday that bucks its longstanding oldm 141 chars,Neutral,0.48634347319603,2024-11-20,joy,0.871382296085358,ultramodern rebrand,2,manufacturing auto,2,musk andrew,4
Drive.com.au,Ethan Cardinal,Is Jaguar’s new rebrand really THAT bad?,"The British carmaker has unveiled a polarising new brand identity for its next electric chapter,...","As previously reported byDrive, the new electric sedan, which has been spotted testing under camouflage, has been touted as the spiritual successor to the Jaguar XJ, a full-sized limousine that was o… [+61 chars]",2024-11-21T01:43:23Z,"Is Jaguar’s new rebrand really THAT bad? The British carmaker has unveiled a polarising new brand identity for its next electric chapter,... As previously reported byDrive, the new electric sedan, which has been spotted testing under camouflage, has been touted as the spiritual successor to the Jaguar XJ, a full-sized limousine that was o… [+61 chars]",Is Jaguars new rebrand really THAT bad The British carmaker has unveiled a polarising new brand identity for its next electric chapter As previously reported byDrive the new electric sedan which has been spotted testing under camouflage has been touted as the spiritual successor to the Jaguar XJ a fullsized limousine that was o 61 chars,Neutral,0.666389882564545,2024-11-21,surprise,0.434380292892456,turns party,2,future customers,2,sell cars,4
Biztoc.com,forbes.com,"Jaguar Rebrand Sparks Confusion, Angers Anti-‘Woke’ Critics—Including Elon Musk And Andrew Tate","Topline
British luxury vehicle company Jaguar has defended itself against backlash from internet users over its rebranding—including a new logo in a colorful new advertisement—with both fans and anti-“woke” critics ripping the ad’s diversity.
Key Facts
Jaguar…",ToplineBritish luxury vehicle company Jaguar has defended itself against backlash from internet users over its rebrandingincluding a new logo in a colorful new advertisementwith both fans and anti-wo… [+144 chars],2024-11-20T20:52:53Z,"Jaguar Rebrand Sparks Confusion, Angers Anti-‘Woke’ Critics—Including Elon Musk And Andrew Tate Topline
British luxury vehicle company Jaguar has defended itself against backlash from internet users over its rebranding—including a new logo in a colorful new advertisement—with both fans and anti-“woke” critics ripping the ad’s diversity.
Key Facts
Jaguar… ToplineBritish luxury vehicle company Jaguar has defended itself against backlash from internet users over its rebrandingincluding a new logo in a colorful new advertisementwith both fans and anti-wo… [+144 chars]",Jaguar Rebrand Sparks Confusion Angers AntiWoke CriticsIncluding Elon Musk And Andrew Tate Topline British luxury vehicle company Jaguar has defended itself against backlash from internet users over its rebrandingincluding a new logo in a colorful new advertisementwith both fans and antiwoke critics ripping the ads diversity Key Facts Jaguar ToplineBritish luxury vehicle company Jaguar has defended itself against backlash from internet users over its rebrandingincluding a new logo in a colorful new advertisementwith both fans and antiwo 144 chars,Neutral,0.615613579750061,2024-11-20,anger,0.650403439998627,turks appears,2,generating hearty,2,jaguars woke,4
